"Iterations","Rewards","Time","Steps"
"3497","4.77","676","25"
"3498","-5.61","701","63"
"3499","4.31","680","71"
"3500","4.81","704","21"
"3501","4.68","730","34"
"3502","4.59","737","43"
"3503","4.289999999999999","686","73"
"3504","4.79","730","23"
"3505","4.46","677","56"
"3506","3.869999999999999","664","115"
"3507","4.77","764","25"
"3508","4.71","728","31"
"3509","4.8","747","22"
"3510","-5.23","730","25"
"3511","-5.950000000000001","764","97"
"3512","4.71","801","31"
"3513","4.6499999999999995","766","37"
"3514","4.359999999999999","692","66"
"3515","4.8","677","22"
"3516","-5.94","698","96"
"3517","3.639999999999999","744","138"
"3518","4.63","821","39"
"3519","4.62","840","40"
"3520","4.609999999999999","737","41"
"3521","4.569999999999999","736","45"
"3522","4.6899999999999995","708","33"
"3523","4.609999999999999","722","41"
"3524","4.71","805","31"
"3525","4.78","752","24"
"3526","4.8","768","22"
"3527","4.7299999999999995","706","29"
"3528","4.82","740","20"
"3529","4.81","779","21"
"3530","4.449999999999999","740","57"
"3531","4.31","652","71"
"3532","4.5","774","52"
"3533","4.76","778","26"
"3534","4.319999999999999","761","70"
"3535","4.76","737","26"
"3536","-5.54","734","56"
"3537","4.78","728","24"
"3538","4.58","742","44"
"3539","4.319999999999999","680","70"
"3540","3.809999999999999","723","121"
"3541","-5.890000000000001","693","91"
"3542","4.63","740","39"
"3543","4.81","771","21"
"3544","-5.45","810","47"
"3545","4.75","1240","27"
"3546","-5.34","855","36"
"3547","4.6899999999999995","869","33"
"3548","4.81","821","21"
"3549","4.3","913","72"
"3550","-5.23","847","25"
"3551","-6.160000000000001","827","118"
"3552","-5.8500000000000005","875","87"
"3553","1.7100000000000262","885","331"
"3554","4.55","878","47"
"3555","4.68","1007","34"
"3556","4.8","841","22"
"3557","4.71","839","31"
"3558","4.67","803","35"
"3559","-6.050000000000001","824","107"
"3560","4.78","868","24"
"3561","4.7","862","32"
"3562","4.56","900","46"
"3563","3.4799999999999986","858","154"
"3564","4.64","820","38"
"3565","4.84","880","18"
"3566","4.83","831","19"
"3567","4.67","867","35"
"3568","4.67","1029","35"
"3569","-6.200000000000001","820","122"
"3570","4.7","729","32"
"3571","4.58","856","44"
"3572","-5.5600000000000005","825","58"
"3573","4.31","907","71"
"3574","-5.29","702","31"
"3575","4.64","797","38"
"3576","4.67","806","35"
"3577","4.75","730","27"
"3578","-5.37","744","39"
"3579","4.77","766","25"
"3580","4.529999999999999","824","49"
"3581","4.6899999999999995","946","33"
"3582","3.499999999999999","764","152"
"3583","3.849999999999999","754","117"
"3584","4.64","757","38"
"3585","4.68","628","34"
"3586","4.6499999999999995","959","37"
"3587","4.63","828","39"
"3588","4.84","720","18"
"3589","4.78","856","24"
"3590","4.66","741","36"
"3591","3.539999999999999","811","148"
"3592","2.840000000000002","816","218"
"3593","4.82","838","20"
"3594","-5.6000000000000005","798","62"
"3595","4.7299999999999995","791","29"
"3596","4.79","707","23"
"3597","-7.9499999999999815","719","297"
"3598","4.7299999999999995","763","29"
"3599","-5.3","789","32"
"3600","4.74","750","28"
"3601","4.63","723","39"
"3602","4.6499999999999995","732","37"
"3603","4.78","717","24"
"3604","4.64","704","38"
"3605","-5.3100000000000005","768","33"
"3606","1.1000000000000392","763","392"
"3607","4.06","707","96"
"3608","2.330000000000013","703","269"
"3609","4.6","726","42"
"3610","4.79","773","23"
"3611","4.74","733","28"
"3612","4.77","729","25"
"3613","4.569999999999999","671","45"
"3614","-5.3500000000000005","728","37"
"3615","4.209999999999999","716","81"
"3616","-5.86","776","88"
"3617","4.82","759","20"
"3618","4.71","799","31"
"3619","4.81","938","21"
"3620","3.849999999999999","848","117"
"3621","4.279999999999999","703","74"
"3622","4.7299999999999995","788","29"
"3623","4.5","727","52"
"3624","4.8","717","22"
"3625","4.42","697","60"
"3626","4.42","768","60"
"3627","4.7299999999999995","777","29"
"3628","-5.21","726","23"
"3629","4.67","783","35"
"3630","4.74","750","28"
"3631","4.8","839","22"
"3632","4.76","742","26"
"3633","3.649999999999999","743","137"
"3634","4.78","741","24"
"3635","4.8","746","22"
"3636","-5.28","767","30"
"3637","-5.390000000000001","742","41"
"3638","4.42","842","60"
"3639","4.41","918","61"
"3640","4.8","924","22"
"3641","4.449999999999999","877","57"
"3642","4.52","886","50"
"3643","4.47","923","55"
"3644","4.78","1050","24"
"3645","4.72","1143","30"
"3646","4.67","1097","35"
"3647","4.58","957","44"
"3648","4.67","936","35"
"3649","4.81","817","21"
"3650","4.79","1045","23"
"3651","4.63","971","39"
"3652","4.78","881","24"
"3653","4.66","853","36"
"3654","4.7","932","32"
"3655","4.7299999999999995","840","29"
"3656","4.68","962","34"
"3657","4.41","1137","61"
"3658","4.8","1311","22"
"3659","-7.599999999999989","1009","262"
"3660","4.79","1207","23"
"3661","4.6899999999999995","1045","33"
"3662","4.7299999999999995","983","29"
"3663","4.51","1912","51"
"3664","4.5","1165","52"
"3665","4.58","923","44"
"3666","1.3800000000000332","797","364"
"3667","-5.26","968","28"
"3668","4.279999999999999","928","74"
"3669","4.83","1248","19"
"3670","4.67","1261","35"
"3671","4.7","856","32"
"3672","4.55","1287","47"
"3673","4.569999999999999","961","45"
"3674","4.81","829","21"
"3675","4.66","812","36"
"3676","4.7","774","32"
"3677","4.7299999999999995","1042","29"
"3678","4.1499999999999995","966","87"
"3679","4.72","1007","30"
"3680","4.6899999999999995","890","33"
"3681","-5.46","880","48"
"3682","-5.29","801","31"
"3683","-5.18","758","20"
"3684","4.74","843","28"
"3685","3.5599999999999987","803","146"
"3686","4.8","753","22"
"3687","4.39","838","63"
"3688","4.38","773","64"
"3689","4.3999999999999995","741","62"
"3690","4.529999999999999","847","49"
"3691","3.9799999999999995","771","104"
"3692","-5.59","799","61"
"3693","4.529999999999999","791","49"
"3694","4.51","759","51"
"3695","4.41","749","61"
"3696","4.609999999999999","792","41"
"3697","-5.78","801","80"
"3698","-5.680000000000001","862","70"
"3699","4.71","905","31"
"3700","4.6499999999999995","830","37"
"3701","-5.14","803","16"
"3702","4.72","813","30"
"3703","3.9399999999999995","822","108"
"3704","4.74","821","28"
"3705","4.369999999999999","881","65"
"3706","4.77","822","25"
"3707","4.84","812","18"
"3708","4.7299999999999995","811","29"
"3709","-5.86","818","88"
"3710","4.76","1006","26"
"3711","4.79","825","23"
"3712","4.7299999999999995","761","29"
"3713","4.71","858","31"
"3714","4.76","850","26"
"3715","4.369999999999999","872","65"
"3716","4.17","765","85"
"3717","4.06","834","96"
"3718","4.51","822","51"
"3719","1.860000000000023","761","316"
"3720","2.8100000000000027","829","221"
"3721","3.7399999999999993","846","128"
"3722","4.79","780","23"
"3723","4.3999999999999995","829","62"
"3724","4.55","838","47"
"3725","4.81","819","21"
"3726","4.49","797","53"
"3727","-5.8100000000000005","793","83"
"3728","4.6499999999999995","708","37"
"3729","4.85","811","17"
"3730","4.76","780","26"
"3731","4.79","817","23"
"3732","4.67","850","35"
"3733","4.5","829","52"
"3734","4.63","840","39"
"3735","4.79","896","23"
"3736","4.79","839","23"
"3737","4.569999999999999","755","45"
"3738","4.68","822","34"
"3739","4.76","863","26"
"3740","4.129999999999999","784","89"
"3741","-5.67","845","69"
"3742","-5.29","749","31"
"3743","-5.33","742","35"
"3744","4.63","819","39"
"3745","4.85","815","17"
"3746","4.6","809","42"
"3747","4.82","775","20"
"3748","4.72","759","30"
"3749","4.79","777","23"
"3750","4.82","739","20"
"3751","4.8","762","22"
"3752","4.77","771","25"
"3753","4.35","778","67"
"3754","-5.12","842","14"
"3755","4.4799999999999995","816","54"
"3756","-5.23","735","25"
"3757","4.609999999999999","855","41"
"3758","4.77","809","25"
"3759","4.76","804","26"
"3760","4.51","800","51"
"3761","-5.37","844","39"
"3762","4.67","792","35"
"3763","4.2299999999999995","837","79"
"3764","4.74","790","28"
"3765","4.51","786","51"
"3766","4.86","810","16"
"3767","4.67","827","35"
"3768","4.52","713","50"
"3769","4.609999999999999","789","41"
"3770","4.529999999999999","811","49"
"3771","4.8","875","22"
"3772","-5.29","764","31"
"3773","-5.470000000000001","822","49"
"3774","-11.28999999999991","780","631"
"3775","4.68","826","34"
"3776","4.039999999999999","891","98"
"3777","4.6499999999999995","770","37"
"3778","4.7299999999999995","800","29"
"3779","4.6499999999999995","749","37"
"3780","4.74","820","28"
"3781","4.58","793","44"
"3782","4.79","828","23"
"3783","4.27","819","75"
"3784","4.159999999999999","744","86"
"3785","4.41","839","61"
"3786","4.82","795","20"
"3787","4.2299999999999995","807","79"
"3788","4.8","781","22"
"3789","4.67","800","35"
"3790","-5.34","762","36"
"3791","-5.36","821","38"
"3792","4.74","814","28"
"3793","4.7299999999999995","863","29"
"3794","4.74","787","28"
"3795","-5.18","763","20"
"3796","3.8199999999999994","843","120"
"3797","4.68","801","34"
"3798","3.749999999999999","771","127"
"3799","4.609999999999999","798","41"
"3800","-7.040000000000001","798","206"
"3801","-5.14","857","16"
"3802","3.499999999999999","902","152"
"3803","4.83","838","19"
"3804","4.74","807","28"
"3805","4.39","826","63"
"3806","4.83","834","19"
"3807","4.3","737","72"
"3808","4.84","752","18"
"3809","4.3","1293","72"
"3810","4.8","1146","22"
"3811","-5.3500000000000005","963","37"
"3812","4.52","953","50"
"3813","4.76","993","26"
"3814","-5.23","887","25"
"3815","-5.29","1275","31"
"3816","4.8","993","22"
"3817","-5.5","1089","52"
"3818","4.77","936","25"
"3819","4.7299999999999995","1192","29"
"3820","4.64","894","38"
"3821","-5.21","942","23"
"3822","-5.91","960","93"
"3823","4.66","1065","36"
"3824","1.1200000000000387","959","390"
"3825","4.84","928","18"
"3826","4.6","836","42"
"3827","4.63","850","39"
"3828","-5.34","756","36"
"3829","-5.2","862","22"
"3830","3.629999999999999","771","139"
"3831","-5.37","790","39"
"3832","4.81","738","21"
"3833","3.669999999999999","777","135"
"3834","4.79","816","23"
"3835","-6.07","870","109"
"3836","4.43","808","59"
"3837","4.78","862","24"
"3838","-5.37","1227","39"
"3839","3.9399999999999995","1136","108"
"3840","3.9699999999999993","940","105"
"3841","3.449999999999999","1005","157"
"3842","4.38","1094","64"
"3843","4.529999999999999","983","49"
"3844","4.7299999999999995","954","29"
"3845","4.39","1163","63"
"3846","4.72","950","30"
"3847","4.46","1079","56"
"3848","-5.5600000000000005","1187","58"
"3849","4.59","946","43"
"3850","4.8","937","22"
"3851","4.79","986","23"
"3852","4.78","876","24"
"3853","4.4399999999999995","1131","58"
"3854","4.71","1037","31"
"3855","4.7","1084","32"
"3856","-5.57","1057","59"
"3857","4.76","896","26"
"3858","4.7","1018","32"
"3859","-5.34","1233","36"
"3860","4.56","1047","46"
"3861","-5.78","1168","80"
"3862","4.82","1062","20"
"3863","4.86","1033","16"
"3864","4.82","1082","20"
"3865","4.77","1316","25"
"3866","4.26","1180","76"
"3867","4.85","899","17"
"3868","4.49","836","53"
"3869","4.74","901","28"
"3870","-6.180000000000001","822","120"
"3871","4.4399999999999995","749","58"
"3872","4.569999999999999","742","45"
"3873","-21.869999999999838","853","1689"
"3874","4.71","907","31"
"3875","4.359999999999999","847","66"
"3876","4.81","988","21"
"3877","4.77","799","25"
"3878","4.74","854","28"
"3879","-0.4199999999999289","836","544"
"3880","4.7","807","32"
"3881","-5.640000000000001","806","66"
"3882","4.72","870","30"
"3883","4.369999999999999","807","65"
"3884","4.81","826","21"
"3885","3.339999999999999","835","168"
"3886","4.6499999999999995","860","37"
"3887","4.66","779","36"
"3888","3.9799999999999995","849","104"
"3889","4.63","821","39"
"3890","1.480000000000031","872","354"
"3891","3.3299999999999987","816","169"
"3892","4.7299999999999995","853","29"
"3893","4.83","781","19"
"3894","4.58","819","44"
"3895","4.78","771","24"
"3896","3.9299999999999993","798","109"
"3897","4.6","765","42"
"3898","3.1199999999999983","988","190"
"3899","4.46","861","56"
"3900","-6.350000000000001","812","137"
"3901","-5.16","853","18"
"3902","4.64","894","38"
"3903","4.63","864","39"
"3904","4.8","782","22"
"3905","4.72","813","30"
"3906","4.62","801","40"
"3907","3.829999999999999","846","119"
"3908","-5.390000000000001","826","41"
"3909","-6.0600000000000005","875","108"
"3910","-5.22","852","24"
"3911","4.6","806","42"
"3912","4.77","796","25"
"3913","-5.6000000000000005","874","62"
"3914","4.85","1158","17"
"3915","3.9899999999999993","754","103"
"3916","3.8599999999999994","856","116"
"3917","4.83","814","19"
"3918","4.55","792","47"
"3919","4.34","836","68"
"3920","2.800000000000003","850","222"
"3921","4.75","876","27"
"3922","-5.5","840","52"
"3923","4.72","787","30"
"3924","4.56","819","46"
"3925","4.77","825","25"
"3926","4.75","878","27"
"3927","4.71","860","31"
"3928","-5.25","856","27"
"3929","4.82","815","20"
"3930","3.799999999999999","840","122"
"3931","4.82","922","20"
"3932","3.729999999999999","803","129"
"3933","4.77","804","25"
"3934","4.7299999999999995","828","29"
"3935","4.75","863","27"
"3936","4.47","814","55"
"3937","4.82","842","20"
"3938","4.74","886","28"
"3939","4.79","839","23"
"3940","4.74","886","28"
"3941","4.5","916","52"
"3942","3.9799999999999995","845","104"
"3943","4.78","867","24"
"3944","-5.38","862","40"
"3945","-5.800000000000001","819","82"
"3946","4.529999999999999","774","49"
"3947","4.63","872","39"
"3948","4.239999999999999","833","78"
"3949","4.84","838","18"
"3950","4.7299999999999995","847","29"
"3951","4.78","824","24"
"3952","4.62","734","40"
"3953","4.3999999999999995","864","62"
"3954","4.63","852","39"
"3955","-7.030000000000001","861","205"
"3956","4.78","843","24"
"3957","3.8599999999999994","905","116"
"3958","4.83","842","19"
"3959","4.7299999999999995","803","29"
"3960","-5.19","866","21"
"3961","4.75","841","27"
"3962","-5.23","812","25"
"3963","4.74","808","28"
"3964","4.83","899","19"
"3965","4.42","971","60"
"3966","4.62","774","40"
"3967","4.47","901","55"
"3968","4.5","1294","52"
"3969","4.199999999999999","978","82"
"3970","3.589999999999999","870","143"
"3971","4.76","856","26"
"3972","3.549999999999999","841","147"
"3973","4.7","846","32"
"3974","4.67","1092","35"
"3975","-5.45","819","47"
"3976","4.52","831","50"
"3977","4.7299999999999995","787","29"
"3978","4.109999999999999","883","91"
"3979","4.75","926","27"
"3980","4.78","844","24"
"3981","-5.16","829","18"
"3982","4.6499999999999995","782","37"
"3983","-5.5200000000000005","819","54"
"3984","3.9799999999999995","793","104"
"3985","-5.29","782","31"
"3986","4.83","955","19"
"3987","-5.23","880","25"
"3988","4.76","798","26"
"3989","4.25","867","77"
"3990","4.72","826","30"
"3991","4.64","784","38"
"3992","4.82","810","20"
"3993","4.8","751","22"
"3994","4.81","833","21"
"3995","-5.390000000000001","787","41"
"3996","4.6","806","42"
"3997","4.8","895","22"
"3998","-7.050000000000001","828","207"
"3999","4.8","812","22"
"4000","4.76","894","26"
"4001","4.529999999999999","1308","49"
"4002","4.7299999999999995","937","29"
"4003","-5.32","842","34"
"4004","-5.24","804","26"
"4005","4.54","809","48"
"4006","4.59","821","43"
"4007","4.569999999999999","818","45"
"4008","2.850000000000002","805","217"
"4009","4.7299999999999995","821","29"
"4010","4.67","842","35"
"4011","4.72","808","30"
"4012","-5.44","811","46"
"4013","4.67","831","35"
"4014","3.749999999999999","781","127"
"4015","4.63","923","39"
"4016","2.800000000000003","833","222"
"4017","4.43","901","59"
"4018","-5.22","759","24"
"4019","-5.28","846","30"
"4020","4.7299999999999995","832","29"
"4021","-5.3100000000000005","805","33"
"4022","4.529999999999999","776","49"
"4023","4.02","885","100"
"4024","4.74","811","28"
"4025","4.74","806","28"
"4026","4.81","796","21"
"4027","4.209999999999999","826","81"
"4028","4.6899999999999995","853","33"
"4029","3.799999999999999","875","122"
"4030","4.78","771","24"
"4031","4.75","852","27"
"4032","4.79","815","23"
"4033","4.8","924","22"
"4034","4.74","908","28"
"4035","4.82","850","20"
"4036","4.84","824","18"
"4037","4.71","887","31"
"4038","4.319999999999999","829","70"
"4039","4.079999999999999","867","94"
"4040","4.59","891","43"
"4041","-5.99","802","101"
"4042","4.3","780","72"
"4043","4.83","807","19"
"4044","4.6899999999999995","828","33"
"4045","4.74","788","28"
"4046","4.34","889","68"
"4047","4.119999999999999","817","90"
"4048","4.43","908","59"
"4049","4.77","865","25"
"4050","-5.21","850","23"
"4051","4.71","854","31"
"4052","-7.53999999999999","831","256"
"4053","4.59","864","43"
"4054","4.33","828","69"
"4055","3.589999999999999","785","143"
"4056","4.76","855","26"
"4057","4.64","838","38"
"4058","3.849999999999999","928","117"
"4059","4.64","771","38"
"4060","3.5199999999999987","862","150"
"4061","4.78","844","24"
"4062","4.51","800","51"
"4063","4.72","836","30"
"4064","-5.38","785","40"
"4065","-8.149999999999977","971","317"
"4066","4.56","813","46"
"4067","-5.3100000000000005","855","33"
"4068","4.71","841","31"
"4069","-6.390000000000001","869","141"
"4070","4.52","962","50"
"4071","3.219999999999999","847","180"
"4072","4.83","843","19"
"4073","4.6","827","42"
"4074","4.66","782","36"
"4075","4.6499999999999995","843","37"
"4076","4.83","926","19"
"4077","4.68","876","34"
"4078","4.76","847","26"
"4079","-5.16","860","18"
"4080","4.75","918","27"
"4081","4.78","860","24"
"4082","4.6","866","42"
"4083","4.25","915","77"
"4084","4.74","873","28"
"4085","4.7299999999999995","767","29"
"4086","4.67","838","35"
"4087","-6.0600000000000005","869","108"
"4088","4.4799999999999995","819","54"
"4089","4.71","923","31"
"4090","4.6899999999999995","857","33"
"4091","-6.660000000000001","913","168"
"4092","4.76","914","26"
"4093","-5.36","890","38"
"4094","4.6","801","42"
"4095","-5.62","870","64"
"4096","4.58","975","44"
"4097","4.74","943","28"
"4098","4.67","884","35"
"4099","4.79","852","23"
"4100","4.81","741","21"
"4101","4.119999999999999","896","90"
"4102","4.63","844","39"
"4103","3.299999999999999","843","172"
"4104","4.79","880","23"
"4105","3.769999999999999","834","125"
"4106","4.75","849","27"
"4107","4.6499999999999995","862","37"
"4108","4.82","857","20"
"4109","4.8","838","22"
"4110","4.66","965","36"
"4111","4.79","870","23"
"4112","4.72","928","30"
"4113","4.75","821","27"
"4114","4.239999999999999","799","78"
"4115","4.43","787","59"
"4116","4.68","908","34"
"4117","4.7299999999999995","871","29"
"4118","4.75","890","27"
"4119","4.3","824","72"
"4120","4.77","843","25"
"4121","-5.46","893","48"
"4122","-8.659999999999966","854","368"
"4123","4.63","837","39"
"4124","2.9699999999999993","853","205"
"4125","-5.390000000000001","766","41"
"4126","4.369999999999999","875","65"
"4127","4.83","959","19"
"4128","4.77","911","25"
"4129","4.159999999999999","873","86"
"4130","-5.550000000000001","856","57"
"4131","4.59","892","43"
"4132","4.41","882","61"
"4133","4.4799999999999995","901","54"
"4134","-5.25","921","27"
"4135","3.1999999999999984","898","182"
"4136","4.77","895","25"
"4137","4.7","857","32"
"4138","3.469999999999999","909","155"
"4139","3.7399999999999993","872","128"
"4140","-5.22","922","24"
"4141","4.76","862","26"
"4142","-5.26","885","28"
"4143","4.76","871","26"
"4144","4.49","862","53"
"4145","4.75","875","27"
"4146","4.5","914","52"
"4147","-5.2700000000000005","871","29"
"4148","4.62","879","40"
"4149","4.6899999999999995","920","33"
"4150","2.230000000000015","958","279"
"4151","4.7","916","32"
"4152","3.1599999999999984","958","186"
"4153","-5.23","816","25"
"4154","4.75","859","27"
"4155","4.14","971","88"
"4156","-5.75","889","77"
"4157","4.52","900","50"
"4158","4.79","844","23"
"4159","4.66","901","36"
"4160","-5.19","879","21"
"4161","4.68","882","34"
"4162","-5.18","914","20"
"4163","4.77","861","25"
"4164","4.609999999999999","810","41"
"4165","4.7299999999999995","850","29"
"4166","4.8","853","22"
"4167","-5.16","856","18"
"4168","4.71","840","31"
"4169","4.67","899","35"
"4170","4.8","885","22"
"4171","4.6499999999999995","942","37"
"4172","4.81","842","21"
"4173","4.56","941","46"
"4174","4.43","924","59"
"4175","-5.24","764","26"
"4176","-5.880000000000001","896","90"
"4177","4.81","897","21"
"4178","-5.22","905","24"
"4179","-5.34","864","36"
"4180","4.63","842","39"
"4181","4.67","878","35"
"4182","4.83","879","19"
"4183","4.64","892","38"
"4184","-5.3100000000000005","908","33"
"4185","4.78","970","24"
"4186","4.8","872","22"
"4187","-5.26","797","28"
"4188","4.79","892","23"
"4189","4.83","938","19"
"4190","4.62","1078","40"
"4191","4.81","1164","21"
"4192","4.41","1172","61"
"4193","4.76","1018","26"
"4194","4.7299999999999995","1047","29"
"4195","4.75","873","27"
"4196","4.76","970","26"
"4197","4.22","1032","80"
"4198","4.4399999999999995","960","58"
"4199","4.81","947","21"
"4200","4.71","1099","31"
"4201","4.64","1089","38"
"4202","4.7299999999999995","939","29"
"4203","4.75","991","27"
"4204","4.4799999999999995","1172","54"
"4205","4.17","1068","85"
"4206","4.82","1091","20"
"4207","4.67","1055","35"
"4208","-5.44","1114","46"
"4209","4.6899999999999995","1249","33"
"4210","3.639999999999999","998","138"
"4211","-6.220000000000001","1083","124"
"4212","4.8","1011","22"
"4213","4.74","828","28"
"4214","4.76","1011","26"
"4215","4.66","880","36"
"4216","4.81","883","21"
"4217","3.489999999999999","872","153"
"4218","4.5","886","52"
"4219","-5.17","917","19"
"4220","-5.29","887","31"
"4221","-5.53","882","55"
"4222","4.75","919","27"
"4223","4.76","843","26"
"4224","4.71","1017","31"
"4225","4.43","857","59"
"4226","3.809999999999999","936","121"
"4227","4.199999999999999","954","82"
"4228","-5.18","920","20"
"4229","4.82","1038","20"
"4230","4.8","1046","22"
"4231","4.71","950","31"
"4232","2.900000000000001","1042","212"
"4233","4.279999999999999","932","74"
"4234","4.369999999999999","1090","65"
"4235","4.47","1109","55"
"4236","-5.21","1129","23"
"4237","4.66","1182","36"
"4238","4.75","1242","27"
"4239","4.75","1086","27"
"4240","4.71","1089","31"
"4241","4.59","1003","43"
"4242","4.569999999999999","1041","45"
"4243","4.22","932","80"
"4244","3.959999999999999","992","106"
"4245","4.79","1066","23"
"4246","3.759999999999999","944","126"
"4247","4.81","987","21"
"4248","4.27","1040","75"
"4249","4.58","929","44"
"4250","4.47","974","55"
"4251","-5.710000000000001","997","73"
"4252","4.76","1023","26"
"4253","4.75","989","27"
"4254","4.63","999","39"
"4255","4.67","989","35"
"4256","-6.700000000000001","917","172"
"4257","4.079999999999999","837","94"
"4258","-5.24","909","26"
"4259","4.77","1107","25"
"4260","4.66","1130","36"
"4261","4.62","989","40"
"4262","-5.26","1035","28"
"4263","4.74","854","28"
"4264","4.67","963","35"
"4265","-5.19","1130","21"
"4266","4.569999999999999","967","45"
"4267","4.75","895","27"
"4268","4.68","884","34"
"4269","4.55","930","47"
"4270","4.79","866","23"
"4271","-0.34999999999993037","842","537"
"4272","4.8","885","22"
"4273","4.239999999999999","945","78"
"4274","-5.2700000000000005","881","29"
"4275","4.3","984","72"
"4276","4.78","1038","24"
"4277","3.3199999999999985","980","170"
"4278","3.959999999999999","963","106"
"4279","4.72","876","30"
"4280","4.66","930","36"
"4281","4.77","1152","25"
"4282","4.76","903","26"
"4283","3.449999999999999","915","157"
"4284","4.49","886","53"
"4285","4.7299999999999995","975","29"
"4286","4.17","938","85"
"4287","-5.49","890","51"
"4288","3.9299999999999993","959","109"
"4289","4.8","901","22"
"4290","4.75","957","27"
"4291","4.54","827","48"
"4292","4.6499999999999995","891","37"
"4293","4.41","911","61"
"4294","4.79","882","23"
"4295","4.79","856","23"
"4296","4.67","816","35"
"4297","4.8","871","22"
"4298","4.47","861","55"
"4299","4.6899999999999995","924","33"
"4300","-5.5600000000000005","995","58"
"4301","4.1899999999999995","948","83"
"4302","4.52","920","50"
"4303","4.55","852","47"
"4304","4.119999999999999","831","90"
"4305","3.379999999999999","942","164"
"4306","4.79","851","23"
"4307","4.6","862","42"
"4308","4.63","875","39"
"4309","4.279999999999999","895","74"
"4310","4.46","820","56"
"4311","4.5","902","52"
"4312","4.58","886","44"
"4313","-5.7","859","72"
"4314","4.54","818","48"
"4315","4.33","954","69"
"4316","-5.3","832","32"
"4317","4.84","864","18"
"4318","4.68","957","34"
"4319","4.7","1139","32"
"4320","-4.199999999999848","1043","922"
"4321","4.6","1226","42"
"4322","4.75","1003","27"
"4323","4.25","887","77"
"4324","3.549999999999999","959","147"
"4325","4.6499999999999995","896","37"
"4326","-6.030000000000001","921","105"
"4327","4.74","937","28"
"4328","4.31","1080","71"
"4329","4.83","978","19"
"4330","-5.9","979","92"
"4331","4.79","1185","23"
"4332","4.62","937","40"
"4333","4.6499999999999995","1099","37"
"4334","-6.410000000000001","925","143"
"4335","4.7","886","32"
"4336","4.449999999999999","941","57"
"4337","4.7","994","32"
"4338","4.76","868","26"
"4339","4.6","909","42"
"4340","4.319999999999999","932","70"
"4341","3.9399999999999995","904","108"
"4342","4.35","956","67"
"4343","4.79","967","23"
"4344","4.6","983","42"
"4345","4.78","901","24"
"4346","4.83","902","19"
"4347","-5.26","870","28"
"4348","4.569999999999999","989","45"
"4349","4.77","985","25"
"4350","4.58","965","44"
"4351","4.72","955","30"
"4352","4.5","964","52"
"4353","4.239999999999999","983","78"
"4354","-5.82","1079","84"
"4355","4.6499999999999995","909","37"
"4356","4.74","875","28"
"4357","3.9499999999999993","947","107"
"4358","4.81","916","21"
"4359","4.38","854","64"
"4360","4.8","915","22"
"4361","4.38","907","64"
"4362","4.79","920","23"
"4363","-7.08","846","210"
"4364","4.81","896","21"
"4365","4.51","914","51"
"4366","4.76","839","26"
"4367","-5.24","934","26"
"4368","4.77","847","25"
"4369","4.54","952","48"
"4370","4.1499999999999995","844","87"
"4371","4.319999999999999","1127","70"
"4372","-5.640000000000001","855","66"
"4373","4.279999999999999","911","74"
"4374","4.72","918","30"
"4375","4.77","873","25"
"4376","4.72","858","30"
"4377","4.6899999999999995","971","33"
"4378","2.9499999999999997","950","207"
"4379","3.6999999999999993","1017","132"
"4380","4.76","914","26"
"4381","4.34","859","68"
"4382","-5.33","904","35"
"4383","4.78","1032","24"
"4384","4.74","926","28"
"4385","4.77","919","25"
"4386","4.6","903","42"
"4387","4.51","849","51"
"4388","4.83","966","19"
"4389","4.78","891","24"
"4390","4.199999999999999","883","82"
"4391","-5.33","928","35"
"4392","4.77","902","25"
"4393","4.6499999999999995","885","37"
"4394","-6.010000000000001","941","103"
"4395","4.84","991","18"
"4396","4.78","912","24"
"4397","4.83","895","19"
"4398","4.6899999999999995","991","33"
"4399","4.22","862","80"
"4400","4.81","888","21"
"4401","3.589999999999999","910","143"
"4402","4.7","876","32"
"4403","4.239999999999999","904","78"
"4404","4.82","934","20"
"4405","4.47","936","55"
"4406","4.58","968","44"
"4407","4.319999999999999","922","70"
"4408","-8.589999999999968","926","361"
"4409","4.52","934","50"
"4410","-5.18","897","20"
"4411","4.78","1009","24"
"4412","-6.820000000000001","883","184"
"4413","-5.5","912","52"
"4414","-5.2","928","22"
"4415","4.76","977","26"
"4416","-5.3100000000000005","934","33"
"4417","3.9899999999999993","910","103"
"4418","-5.82","977","84"
"4419","4.75","949","27"
"4420","4.59","1015","43"
"4421","4.6499999999999995","993","37"
"4422","4.34","1084","68"
"4423","2.280000000000014","1031","274"
"4424","3.259999999999999","998","176"
"4425","4.82","1014","20"
"4426","4.7299999999999995","917","29"
"4427","1.8700000000000228","1132","315"
"4428","4.6899999999999995","975","33"
"4429","4.319999999999999","1024","70"
"4430","4.049999999999999","1151","97"
"4431","4.7","1122","32"
"4432","4.6","1166","42"
"4433","4.49","1147","53"
"4434","-5.24","1167","26"
"4435","4.66","1051","36"
"4436","4.83","1112","19"
"4437","4.79","1087","23"
"4438","4.81","975","21"
"4439","4.8","859","22"
"4440","4.569999999999999","849","45"
"4441","4.31","907","71"
"4442","4.81","936","21"
"4443","4.31","878","71"
"4444","-5.46","970","48"
"4445","4.8","892","22"
"4446","4.369999999999999","1037","65"
"4447","4.35","1068","67"
"4448","0.01000000000006196","1043","501"
"4449","4.64","988","38"
"4450","4.83","932","19"
